split,scene,family,condition,degradation,true_siting,assumed_siting,method,mae,psnr,edge_mae,smooth_mae,phase_px,phase_abs_px,alias_px,spread_delta_px,bleed_mass,ringing_mass
dev,dev_00103_sine_luma_only,sine,luma_only,triangle,left,left,zimg_spline36,1.4901161193847656e-08,150.0,1.4901161193847656e-08,1.4901161193847656e-08,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,triangle,left,left,jbu,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,triangle,left,left,guided_filter,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,triangle,left,left,wada_ejbf,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,triangle,left,left,korhonen,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,triangle,left,left,galosh_form,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,triangle,left,left,lgcr_plain_jinc,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,triangle,left,left,lgcr_algo2,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,triangle,left,left,lgcr_algo4,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,triangle,left,left,lgcr_algo6,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,left,zimg_bilinear,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,left,zimg_bicubic,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,left,zimg_lanczos3,1.4901161193847656e-08,150.0,1.4901161193847656e-08,1.4901161193847656e-08,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,left,zimg_spline36,1.4901161193847656e-08,150.0,1.4901161193847656e-08,1.4901161193847656e-08,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,left,jbu,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,left,guided_filter,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,left,wada_ejbf,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,left,korhonen,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,left,galosh_form,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,left,lgcr_plain_jinc,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
dev,dev_00103_sine_luma_only,sine,luma_only,bicubic,left,left,lgcr_algo2,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
